pick,team,team_img,player,player_details,source,url_path,date
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Denzel Boston,"WR, Washington",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,Jermod McCoy,"CB, Tennessee",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,Avieon Terrell,"CB, Clemson",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,Olaivavega Ioane,"IOL, Penn State",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
20,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Sonny Styles,"LB, Ohio State",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Ty Simpson,"QB, Alabama",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,C.J. Allen,"LB, Georgia",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Kenyon Sadiq,"TE, Oregon",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Jordyn Tyson,"WR, Arizona State",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,T.J. Parker,"EDGE, Clemson",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Makai Lemon,"WR, USC",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,R Mason Thomas,"EDGE, Oklahoma",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Emmanuel Pregnon,"IOL, Oregon",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Kevin Concepcion,"WR, Texas A&M",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,Caleb Lomu,"OT, Utah",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,Caleb Banks,"DL, Florida",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,Julian Neal,"CB, Arkansas",CBS,/mock-drafts/2026/cbs-2026-ryan-wilson?date=2026-01-14,01/14/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Jeremiyah Love,"RB, Notre Dame",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Arvell Reese,"LB, Ohio State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Caleb Downs,"S, Ohio State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Jordyn Tyson,"WR, Arizona State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Rueben Bain,"EDGE, Miami (FL)",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Carnell Tate,"WR, Ohio State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
9,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/c446x9vx8lq2j6p7zkcfsihiokog,Keldric Faulk,"EDGE, Auburn",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
10,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/o65f4ic0q1imb3plaektqj503ea9,Peter Woods,"DL, Clemson",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/lzktfr6dhb3aifr0duiamn4gf2qr,Spencer Fano,"OT, Utah",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
12,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,David Bailey,"EDGE, Texas Tech",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
13,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Jermod McCoy,"CB, Tennessee",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
14,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/l3c3j9tg15hi8c9uwjh63zos2wq9,Francis Mauigoa,"OT, Miami (FL)",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
15,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/msuxos8ly0nc1k8hdoqwu4i474gy,Sonny Styles,"LB, Ohio State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Mansoor Delane,"CB, LSU",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,T.J. Parker,"EDGE, Clemson",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,Avieon Terrell,"CB, Clemson",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,Ty Simpson,"QB, Alabama",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
20,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,C.J. Allen,"LB, Georgia",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Makai Lemon,"WR, USC",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Olaivavega Ioane,"IOL, Penn State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Kenyon Sadiq,"TE, Oregon",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Caleb Lomu,"OT, Utah",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,Kayden McDonald,"DL, Ohio State",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Denzel Boston,"WR, Washington",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,Germie Bernard,"WR, Alabama",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Kadyn Proctor,"OT, Alabama",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Caleb Banks,"DL, Florida",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,Chris Bell,"WR, Louisville",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,Anthony Hill Jr.,"LB, Texas",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,Colton Hood,"CB, Tennessee",NFL Spin Zone,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-01-14,01/14/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Rueben Bain,"EDGE, Miami (FL)",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Carnell Tate,"WR, Ohio State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Arvell Reese,"LB, Ohio State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Spencer Fano,"OT, Utah",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Caleb Downs,"S, Ohio State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Jordyn Tyson,"WR, Arizona State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
9,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/c446x9vx8lq2j6p7zkcfsihiokog,Jeremiyah Love,"RB, Notre Dame",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
10,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/o65f4ic0q1imb3plaektqj503ea9,Mansoor Delane,"CB, LSU",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/lzktfr6dhb3aifr0duiamn4gf2qr,Keldric Faulk,"EDGE, Auburn",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
12,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,David Bailey,"EDGE, Texas Tech",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
13,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Sonny Styles,"LB, Ohio State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
14,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/l3c3j9tg15hi8c9uwjh63zos2wq9,R Mason Thomas,"EDGE, Oklahoma",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
15,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/msuxos8ly0nc1k8hdoqwu4i474gy,Kayden McDonald,"DL, Ohio State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Kevin Concepcion,"WR, Texas A&M",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,Francis Mauigoa,"OT, Miami (FL)",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,Peter Woods,"DL, Clemson",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,Cashius Howell,"EDGE, Texas A&M",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
20,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Brandon Cisse,"CB, South Carolina",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Makai Lemon,"WR, USC",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Olaivavega Ioane,"IOL, Penn State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Akheem Mesidor,"EDGE, Miami (FL)",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Denzel Boston,"WR, Washington",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,Caleb Banks,"DL, Florida",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Jermod McCoy,"CB, Tennessee",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,Caleb Lomu,"OT, Utah",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Kadyn Proctor,"OT, Alabama",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Trinidad Chambliss,"QB, Mississippi",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,T.J. Parker,"EDGE, Clemson",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,Chris Johnson,"CB, San Diego State",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,Chris Bell,"WR, Louisville",Draft Countdown,/mock-drafts/2026/draft-countdown-2026-paul-guillemette?date=2026-01-14,01/14/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Arvell Reese,"LB, Ohio State",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Keldric Faulk,"EDGE, Auburn",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Carnell Tate,"WR, Ohio State",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Jordyn Tyson,"WR, Arizona State",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Rueben Bain,"EDGE, Miami (FL)",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Jeremiyah Love,"RB, Notre Dame",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
9,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/c446x9vx8lq2j6p7zkcfsihiokog,Caleb Downs,"S, Ohio State",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
10,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/o65f4ic0q1imb3plaektqj503ea9,David Bailey,"EDGE, Texas Tech",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/lzktfr6dhb3aifr0duiamn4gf2qr,Jermod McCoy,"CB, Tennessee",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
12,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Mansoor Delane,"CB, LSU",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
13,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Ty Simpson,"QB, Alabama",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
14,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/l3c3j9tg15hi8c9uwjh63zos2wq9,T.J. Parker,"EDGE, Clemson",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
15,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/msuxos8ly0nc1k8hdoqwu4i474gy,Peter Woods,"DL, Clemson",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Makai Lemon,"WR, USC",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,Kadyn Proctor,"OT, Alabama",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,Avieon Terrell,"CB, Clemson",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,Sonny Styles,"LB, Ohio State",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
20,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Spencer Fano,"OT, Utah",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Brandon Cisse,"CB, South Carolina",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Francis Mauigoa,"OT, Miami (FL)",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Kenyon Sadiq,"TE, Oregon",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Olaivavega Ioane,"IOL, Penn State",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,L.T. Overton,"EDGE, Alabama",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Kevin Concepcion,"WR, Texas A&M",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,Denzel Boston,"WR, Washington",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
28,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Cashius Howell,"EDGE, Texas A&M",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Caleb Tiernan,"OT, Northwestern",USA Today,/mock-drafts/2026/usa-today-2026-ayrton-ostly?date=2026-01-14,01/14/26
