pick,team,team_img,player,player_details,source,url_path,date
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Kayden McDonald,"DL, Ohio State",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Cashius Howell,"EDGE, Texas A&M",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Caleb Lomu,"OT, Utah",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,Romello Height,"EDGE, Texas Tech",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Kevin Concepcion,"WR, Texas A&M",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,Brandon Cisse,"CB, South Carolina",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Olaivavega Ioane,"IOL, Penn State",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Chris Johnson,"CB, San Diego State",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,Kenyon Sadiq,"TE, Oregon",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,C.J. Allen,"LB, Georgia",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,R Mason Thomas,"EDGE, Oklahoma",TWSN,/mock-drafts/2026/twsn-2026-steve-bradshaw?date=2026-01-12,01/12/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Francis Mauigoa,"OT, Miami (FL)",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Arvell Reese,"LB, Ohio State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Carnell Tate,"WR, Ohio State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Jordyn Tyson,"WR, Arizona State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Caleb Downs,"S, Ohio State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Rueben Bain,"EDGE, Miami (FL)",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
9,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/c446x9vx8lq2j6p7zkcfsihiokog,Jeremiyah Love,"RB, Notre Dame",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
10,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/o65f4ic0q1imb3plaektqj503ea9,David Bailey,"EDGE, Texas Tech",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/lzktfr6dhb3aifr0duiamn4gf2qr,Spencer Fano,"OT, Utah",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
12,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Sonny Styles,"LB, Ohio State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
13,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Jermod McCoy,"CB, Tennessee",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
14,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/l3c3j9tg15hi8c9uwjh63zos2wq9,Makai Lemon,"WR, USC",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
15,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/msuxos8ly0nc1k8hdoqwu4i474gy,Olaivavega Ioane,"IOL, Penn State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Peter Woods,"DL, Clemson",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,Mansoor Delane,"CB, LSU",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,Kenyon Sadiq,"TE, Oregon",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,Cashius Howell,"EDGE, Texas A&M",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
20,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Avieon Terrell,"CB, Clemson",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Denzel Boston,"WR, Washington",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Emmanuel Pregnon,"IOL, Oregon",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Kadyn Proctor,"OT, Alabama",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Kayden McDonald,"DL, Ohio State",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,Colton Hood,"CB, Tennessee",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Keldric Faulk,"EDGE, Auburn",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,C.J. Allen,"LB, Georgia",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Caleb Lomu,"OT, Utah",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Trevor Goosby,"OT, Texas",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,Caleb Banks,"DL, Florida",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,Romello Height,"EDGE, Texas Tech",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,Brandon Cisse,"CB, South Carolina",SI,/mock-drafts/2026/si-2026-nick-merriam?date=2026-01-12,01/12/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Arvell Reese,"LB, Ohio State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Carnell Tate,"WR, Ohio State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Spencer Fano,"OT, Utah",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Francis Mauigoa,"OT, Miami (FL)",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Rueben Bain,"EDGE, Miami (FL)",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Jermod McCoy,"CB, Tennessee",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
9,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/c446x9vx8lq2j6p7zkcfsihiokog,Caleb Downs,"S, Ohio State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
10,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/o65f4ic0q1imb3plaektqj503ea9,David Bailey,"EDGE, Texas Tech",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/lzktfr6dhb3aifr0duiamn4gf2qr,Mansoor Delane,"CB, LSU",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
12,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Keldric Faulk,"EDGE, Auburn",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
13,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Sonny Styles,"LB, Ohio State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
14,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/l3c3j9tg15hi8c9uwjh63zos2wq9,Denzel Boston,"WR, Washington",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
15,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/msuxos8ly0nc1k8hdoqwu4i474gy,Avieon Terrell,"CB, Clemson",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Peter Woods,"DL, Clemson",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,Olaivavega Ioane,"IOL, Penn State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,A'Mauri Washington,"DL, Oregon",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,T.J. Parker,"EDGE, Clemson",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
20,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Jeremiyah Love,"RB, Notre Dame",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Makai Lemon,"WR, USC",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Kayden McDonald,"DL, Ohio State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Caleb Lomu,"OT, Utah",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Emmanuel Pregnon,"IOL, Oregon",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
25,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Jordyn Tyson,"WR, Arizona State",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
26,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,Christen Miller,"DL, Georgia",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,Monroe Freeling,"OT, Georgia",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Kadyn Proctor,"OT, Alabama",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Kenyon Sadiq,"TE, Oregon",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,Lee Hunter,"DL, Texas Tech",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,C.J. Allen,"LB, Georgia",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,Kevin Concepcion,"WR, Texas A&M",Yahoo,/mock-drafts/2026/yahoo-2026?date=2026-01-12,01/12/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Arvell Reese,"LB, Ohio State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Rueben Bain,"EDGE, Miami (FL)",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Makai Lemon,"WR, USC",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Jordyn Tyson,"WR, Arizona State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Caleb Downs,"S, Ohio State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Carnell Tate,"WR, Ohio State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
9,Kansas City Chiefs,https://d9ioojyvhqpok.cloudfront.net/c446x9vx8lq2j6p7zkcfsihiokog,Peter Woods,"DL, Clemson",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
10,Cincinnati Bengals,https://d9ioojyvhqpok.cloudfront.net/o65f4ic0q1imb3plaektqj503ea9,Keldric Faulk,"EDGE, Auburn",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
11,Miami Dolphins,https://d9ioojyvhqpok.cloudfront.net/lzktfr6dhb3aifr0duiamn4gf2qr,Trinidad Chambliss,"QB, Mississippi",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
12,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,David Bailey,"EDGE, Texas Tech",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
13,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Mansoor Delane,"CB, LSU",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
14,Baltimore Ravens,https://d9ioojyvhqpok.cloudfront.net/l3c3j9tg15hi8c9uwjh63zos2wq9,Jermod McCoy,"CB, Tennessee",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
15,Tampa Bay Buccaneers,https://d9ioojyvhqpok.cloudfront.net/msuxos8ly0nc1k8hdoqwu4i474gy,Sonny Styles,"LB, Ohio State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
16,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Denzel Boston,"WR, Washington",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
17,Detroit Lions,https://d9ioojyvhqpok.cloudfront.net/pgwup27hjja1jlr4t28j28vhj0zg,Francis Mauigoa,"OT, Miami (FL)",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
18,Minnesota Vikings,https://d9ioojyvhqpok.cloudfront.net/k1ggxqxvbcnv1mayof382efyw1jh,Jeremiyah Love,"RB, Notre Dame",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
19,Carolina Panthers,https://d9ioojyvhqpok.cloudfront.net/fr0fbqfjezey73pseroeemh6dkdb,Spencer Fano,"OT, Utah",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
20,Dallas Cowboys,https://d9ioojyvhqpok.cloudfront.net/zsuzkt2f9wsdhd2jop9y52t0o23v,Avieon Terrell,"CB, Clemson",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
21,Pittsburgh Steelers,https://d9ioojyvhqpok.cloudfront.net/1dn51oaq9jcv4ru5y8d0ia6zi2v9,Ty Simpson,"QB, Alabama",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
22,Los Angeles Chargers,https://d9ioojyvhqpok.cloudfront.net/j4p8yqb1an79ku7jag1o2n7zn7h1,Olaivavega Ioane,"IOL, Penn State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
23,Philadelphia Eagles,https://d9ioojyvhqpok.cloudfront.net/1ldfq04ko2t2zhj98gk9ivjavhtj,Kadyn Proctor,"OT, Alabama",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
24,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Caleb Lomu,"OT, Utah",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
25,Chicago Bears,https://d9ioojyvhqpok.cloudfront.net/deocbi3xlwoftxf811tstkfpwco0,T.J. Parker,"EDGE, Clemson",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
26,Buffalo Bills,https://d9ioojyvhqpok.cloudfront.net/a12blaj51bmw2yl495jrpzqzlmx3,Chris Bell,"WR, Louisville",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
27,San Francisco 49Ers,https://d9ioojyvhqpok.cloudfront.net/ir7u6astb3jm8rtcwnnzffzgjj7u,Kenyon Sadiq,"TE, Oregon",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
28,Houston Texans,https://d9ioojyvhqpok.cloudfront.net/vldmo1l0bjoegyp2z92vnjrvyu15,Caleb Banks,"DL, Florida",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
29,Los Angeles Rams,https://d9ioojyvhqpok.cloudfront.net/pdmammif0sowou8yealaa04xvul9,Kevin Concepcion,"WR, Texas A&M",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
30,New England Patriots,https://d9ioojyvhqpok.cloudfront.net/vtc481ivfignu5ryapf3p5earoms,C.J. Allen,"LB, Georgia",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
31,Denver Broncos,https://d9ioojyvhqpok.cloudfront.net/0l6xxqizh73gkq4mqqlc9lrsj1vl,Kayden McDonald,"DL, Ohio State",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
32,Seattle Seahawks,https://d9ioojyvhqpok.cloudfront.net/vc8adiakazhr4lp4ri5nfq7fo3x3,Colton Hood,"CB, Tennessee",Saturday Blitz,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-01-12,01/12/26
1,Las Vegas Raiders,https://d9ioojyvhqpok.cloudfront.net/wce65esozohwhhfu9buy5wcnsoq3,Fernando Mendoza,"QB, Indiana",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
2,New York Jets,https://d9ioojyvhqpok.cloudfront.net/q24gwl057wr8m45j721lyzcmo02y,Dante Moore,"QB, Oregon",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
3,Arizona Cardinals,https://d9ioojyvhqpok.cloudfront.net/5odyoaskz0s5ihgt1xe4k8dh098l,Arvell Reese,"LB, Ohio State",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
4,Tennessee Titans,https://d9ioojyvhqpok.cloudfront.net/plyeetviei2ftzcsdi12xk7a0wc4,Rueben Bain,"EDGE, Miami (FL)",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
5,New York Giants,https://www.nflmockdraftdatabase.com/assets/logos/giants_alt.svg,Carnell Tate,"WR, Ohio State",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
6,Cleveland Browns,https://d9ioojyvhqpok.cloudfront.net/xsthe9aa7zugcfnftaqb5oalxaz5,Jordyn Tyson,"WR, Arizona State",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
7,Washington Commanders,https://d9ioojyvhqpok.cloudfront.net/w6k4qaiynbvyn306zrzrrj6w555b,Caleb Downs,"S, Ohio State",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
8,New Orleans Saints,https://d9ioojyvhqpok.cloudfront.net/4eilxubn810qt0g49si3lufpmna5,Peter Woods,"DL, Clemson",Pro Football Focus,/mock-drafts/2026/pro-football-focus-2026-max-chadwick?date=2026-01-12,01/12/26
